task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
4222-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4222-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R2,R2,R2,R3,R3,R3,majority,
4223-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D3,D3,D3,D1,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4223-2,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D3,D3,D1,D0,D0,D0,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4224,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R1,R2,R1,R2,unanimous,
4225-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D1,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
4225-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R1,R0,R2,R1,R2,majority,
4226-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4226-2,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4227,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R1,R1,R1,R1,R0,R0,R1,majority,
4228,C3,C3,C2,C2,C3,C2,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
4229,C2,C3,C2,C2,C3,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R0,R0,R0,R0,R0,majority,
4230-1,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4230-2,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4231,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4232,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4233-1,C4,C4,C4,C3,C4,C4,C4,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4233-2,C2,C2,C2,C2,C2,C3,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R1,R0,R1,R1,R2,R2,R1,majority,
4234,C2,C3,C2,C2,C3,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R1,R1,R2,R0,R2,majority,
4235,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4236,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
4237-1,C0,C0,C0,C0,C0,C1,C0,unanimous,D1,D3,D1,D1,D3,D1,D1,majority,R0,R0,R0,R0,R0,R1,R0,unanimous,
4237-2,C0,C0,C0,C0,C0,C1,C0,unanimous,D1,D3,D1,D1,D3,D1,D1,majority,R0,R0,R0,R0,R0,R1,R0,unanimous,
4238-1,C0,C0,C1,C1,C0,C0,C0,majority,D2,D3,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4238-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D1,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4239-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4239-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
424,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
4240,C2,C2,C2,C1,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4241,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R1,R1,R0,R1,R0,R1,majority,
4242,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4244,C2,C2,C2,C1,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4245,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4246,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
4247,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D1,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4248,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
4249,C0,C0,C0,C1,C1,C0,C0,majority,D3,D3,D3,D1,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
425,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4250,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D1,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4252,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R1,R1,R0,R1,R0,R1,majority,
4253,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R2,R1,R0,R1,unanimous,
4254-1,C2,C2,C2,C1,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
4254-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D1,D2,D2,D3,D3,D3,majority,R1,R1,R1,R1,R1,R1,R1,unanimous,
4256-1,C1,C1,C1,C1,C2,C2,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4256-2,C1,C1,C1,C0,C2,C2,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R1,R1,R0,R0,R0,R0,majority,
4257,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
4258-1,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4258-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4259,C2,C2,C2,C1,C2,C2,C2,unanimous,D1,D1,D1,D1,D3,D3,D1,majority,R2,R2,R2,R2,R3,R3,R2,majority,
4260,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R2,R1,R1,R1,R1,R1,unanimous,
4261,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
4262-1,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
4262-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R2,R2,R1,R2,R2,R2,majority,
4263,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
4264,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
4265,C2,C3,C2,C2,C3,C2,C2,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4266-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4266-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
4266-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4267,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D1,D0,D0,D0,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4268-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4268-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4268-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4269,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
427,C2,C2,C2,C1,C2,C1,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4270,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4271,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D1,D1,D0,D2,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4272,C1,C1,C1,C1,C1,C2,C1,unanimous,D1,D1,D1,D1,D3,D3,D1,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4273-1,C0,C1,C1,C0,C1,C0,C1,majority,D3,D3,D2,D3,D2,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4273-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4274,C2,C2,C1,C1,C2,C2,C2,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R2,R1,R0,R2,R2,R1,majority,
4275-1,C1,C1,C1,C1,C1,C2,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4276,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4277,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4278,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
4279,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R1,R2,R0,majority,
428,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D0,D1,D1,D0,D0,D1,majority,R2,R2,R2,R2,R2,R1,R2,unanimous,
4280-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4280-2,C0,C0,C1,C1,C1,C1,C1,majority,D1,D2,D2,D0,D1,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4281-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4281-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4282,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4283,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4284,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4285,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4286,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4287,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4288,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4289,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4290,C1,C2,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4291,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4292,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4293-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4293-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4293-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4294,C0,C0,C0,C0,C0,C1,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
4295,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D2,D3,D3,D3,D3,majority,R1,R1,R1,R1,R2,R2,R1,majority,
4296-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D2,D2,D1,D1,D1,majority,R1,R1,R1,R0,R2,R2,R1,majority,
4296-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D1,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4297,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D2,D1,D1,D1,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
4298,C0,C0,C0,C1,C0,C0,C0,unanimous,D0,D0,D0,D1,D0,D0,D0,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
4299,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D1,D2,D1,D1,D1,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
43-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
43-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4301,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D1,D1,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R2,R0,unanimous,
4302,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R0,R2,R2,R2,R0,majority,
4303-1,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D3,D3,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4303-2,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D3,D3,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4304-1,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
4304-2,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
4306,C1,C1,C1,C2,C2,C1,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4307-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D2,D4,D4,D4,D3,D4,majority,R3,R2,R3,R3,R3,R3,R3,unanimous,
4307-2,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D4,D4,D3,D3,majority,R3,R3,R3,R3,R3,R3,R3,unanimous,
4308-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4308-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4309,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
431,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4310,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D4,D4,D3,majority,R1,R1,R1,R0,R2,R2,R1,majority,
4311,C1,C1,C1,C0,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4312,C1,C1,C1,C2,C2,C0,C1,majority,D3,D3,D3,D3,D4,D4,D3,majority,R1,R1,R1,R1,R1,R0,R1,unanimous,
4313,,,C1,C1,C1,C1,C1,unanimous,,,D3,D3,D3,D3,D3,unanimous,,,R2,R2,R2,R2,R2,unanimous,
4314,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D0,D2,D2,D2,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4315,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R1,R2,R2,R2,R2,majority,
4316,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D1,D3,unanimous,R1,R1,R1,R2,R2,R1,R1,majority,
4317,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
4318-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R1,R0,R2,R2,R2,R2,R2,majority,
4318-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
4319,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
432-1,C1,C1,C1,C1,C1,C2,C1,unanimous,D2,D2,D2,D2,D2,D1,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
432-2,C1,C1,C1,C1,C1,C2,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R1,R1,R1,R2,R2,R2,R1,majority,
4320,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4321,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4322,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4323,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4324,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R2,R2,R0,R1,majority,
4325-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4325-2,C0,C0,C1,C1,C1,C0,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4326-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D3,D3,D3,D3,D3,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
4326-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D3,D3,D3,D3,D3,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
4327-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4327-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4328,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R0,R1,R1,R1,R0,R1,unanimous,
4329-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4329-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
433,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4330-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4330-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D2,D1,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4332,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D0,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4333,C1,C1,C2,C2,C2,C2,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R1,R1,R0,R1,R0,R1,majority,
434,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R1,R1,R0,R2,R2,R2,majority,
435,C2,C1,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
436-1,C1,C1,C1,C1,C1,C2,C1,unanimous,D2,D2,D3,D3,D2,D2,D2,majority,R1,R1,R2,R2,R2,R2,R2,majority,
436-2,C1,C1,C1,C1,C1,C2,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R2,R2,R1,majority,
437,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
438-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
439-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
439-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R0,R0,R1,R1,R1,majority,
44,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
440-1,C1,C1,C1,C1,C1,C2,C1,unanimous,D0,D0,D3,D3,D0,D0,D0,majority,R1,R0,R1,R1,R1,R1,R1,unanimous,
440-2,C1,C1,C1,C1,C1,C2,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R2,R2,R1,majority,
440-3,C1,C0,C1,C1,C1,C1,C1,unanimous,D3,D2,D3,D3,D3,D3,D3,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
4407-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R0,R3,R3,R1,majority,
4407-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D1,D2,D2,D0,D2,D2,D2,majority,R1,R1,R1,R0,R3,R3,R1,majority,
4408,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4409,C2,C2,C2,C1,C2,C1,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R1,R3,R3,R1,majority,
441-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D0,D0,D2,majority,R1,R1,R1,R0,R2,R2,R1,majority,
441-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R2,R2,R2,R1,majority,
4410,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R1,R1,R1,R3,R3,R1,majority,
4411-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D0,D0,D1,D0,D1,majority,R1,R0,R0,R1,R1,R1,R1,majority,
